
***********************
Sun Apr  3 04:43:07 2011
EvalFunc: BEREval
***************************************
Goal Solution = 0
***************************************
Problem Bounds:
{50 < x[0] < 100} 
{0.5 < x[1] < 20} 
{0.5 < x[2] < 20} 
{0 < x[3] < 6.283} 
***************************************

The baseline is 0.0133309 This is the baseline. Launch Power = 17.2dbm
popSize nClones suppressionThreshold newPopPercentage errorThreshold 

--> 1: 0.0181044 -0.0181044  51.0742 3.71503 1.01917 2.48687
--> 2: 0.0335544 -0.0335544  81.2809 15.599 0.934906 3.25331
--> 3: 0.0335544 -0.0335544  90.4368 16.9122 1.58683 2.38082
--> 4: 0.00237676 -0.00237676  54.8512 15.2949 14.0297 0.996452
--> 5: 0.0152639 -0.0152639  67.4249 6.88446 12.0714 1.41357
--> 6: 0.0198412 -0.0198412  50.7576 9.53867 2.93746 1.74733
--> 7: 0.0012604 -0.0012604  78.1723 15.8372 14.9026 3.25699
--> 8: 0.00159268 -0.00159268  76.5692 16.529 13.7078 4.92912
--> 9: 0.0101314 -0.0101314  89.3418 1.74841 2.67943 3.95671
--> 10: 0.0187113 -0.0187113  52.474 15.2888 2.47346 4.33003
--> 11: 0.0180635 -0.0180635  51.0661 3.6016 1.00453 2.45426
--> 12: 0.0187688 -0.0187688  50.9027 3.65715 1.14605 2.43548
--> 13: 0.0186392 -0.0186392  50.7149 3.64361 1.1924 2.50219
--> 14: 0.0184932 -0.0184932  51.6255 3.76234 1.1002 2.55004
--> 15: 0.0335544 -0.0335544  81.7139 15.7038 0.997301 3.28816
--> 16: 0.0335544 -0.0335544  81.3695 15.6183 0.807306 3.26686
--> 17: 0.0335544 -0.0335544  81.5671 15.6698 0.968976 3.26835
--> 18: 0.0335544 -0.0335544  81.3944 15.6114 0.958641 3.24064
--> 19: 0.0335544 -0.0335544  90.4475 16.8128 1.58129 2.3401
--> 20: 0.0335544 -0.0335544  90.2044 16.9735 1.39547 2.35133
--> 21: 0.0335544 -0.0335544  90.6484 16.9365 1.65423 2.37424
--> 22: 0.0335544 -0.0335544  90.4239 16.8979 1.65972 2.36576
--> 23: 0.00283275 -0.00283275  55.0514 15.344 13.9973 0.966895
--> 24: 0.00228242 -0.00228242  54.8294 15.479 14.0463 1.05833
--> 25: 0.00325598 -0.00325598  55.031 15.0642 14.1134 1.07832
--> 26: 0.0022766 -0.0022766  54.9031 15.2088 13.6643 1.04119
--> 27: 0.0161051 -0.0161051  67.2756 6.75539 12.057 1.487
--> 28: 0.0138064 -0.0138064  67.6788 7.02829 12.1349 1.40107
--> 29: 0.0137121 -0.0137121  67.8118 6.85019 11.9525 1.4086
--> 30: 0.0145548 -0.0145548  67.6826 6.84919 12.0538 1.39726
--> 31: 0.0197532 -0.0197532  50.6261 9.58196 2.94668 1.75582
--> 32: 0.0201295 -0.0201295  50.688 9.59561 2.7814 1.72633
--> 33: 0.0198222 -0.0198222  51.1469 9.68668 2.88856 1.71388
--> 34: 0.0198505 -0.0198505  50.8201 9.56974 3.02508 1.72106
--> 35: 0.0012534 -0.0012534  78.2608 15.7878 14.6646 3.26576
--> 36: 0.00122577 -0.00122577  79.191 15.6094 15.05 3.308
--> 37: 0.00127933 -0.00127933  78.2069 15.8484 14.5222 3.21234
--> 38: 0.00122113 -0.00122113  77.8534 15.6478 15.036 3.26322
--> 39: 0.00166648 -0.00166648  76.2537 16.6539 13.5989 4.95238
--> 40: 0.00154359 -0.00154359  76.4158 16.2931 13.6122 4.81621
--> 41: 0.00158224 -0.00158224  76.4229 16.5116 13.7493 4.93124
--> 42: 0.00164066 -0.00164066  76.0683 16.6217 13.5536 4.82148
--> 43: 0.0102522 -0.0102522  89.2283 1.53909 2.47775 3.98677
--> 44: 0.00980135 -0.00980135  89.122 1.84357 2.88421 3.95427
--> 45: 0.00981665 -0.00981665  88.918 1.54738 2.69777 3.88882
--> 46: 0.00986651 -0.00986651  90.2037 1.96475 2.96654 4.07761
--> 47: 0.0335544 -0.0335544  52.3116 15.0094 2.47412 4.3096
--> 48: 0.00150922 -0.00150922  52.7784 15.3418 2.63974 4.34965
--> 49: 0.0335544 -0.0335544  52.3899 15.4228 2.41209 4.35876
--> 50: 0.0335544 -0.0335544  51.7356 15.4499 2.33017 4.30374
--> 51: 0.0184509 -0.0184509  51.5785 3.54386 0.948123 2.43253
--> 52: 0.018123 -0.018123  51.0876 3.61489 1.02749 2.47678
--> 53: 0.0190343 -0.0190343  50.8799 3.75118 0.919168 2.4601
--> 54: 0.0180819 -0.0180819  51.0333 3.69821 1.00266 2.43192
--> 55: 0.0335544 -0.0335544  81.85 15.6969 0.958861 3.29285
--> 56: 0.0335544 -0.0335544  81.5814 15.5991 0.984394 3.32709
--> 57: 0.0335544 -0.0335544  81.6576 15.7631 0.94766 3.3066
--> 58: 0.0335544 -0.0335544  81.8786 15.5351 1.00849 3.28609
--> 59: 0.0335544 -0.0335544  90.5972 16.818 1.5622 2.31278
--> 60: 0.0335544 -0.0335544  90.487 16.87 1.66214 2.29193
--> 61: 0.0335544 -0.0335544  90.5316 16.8002 1.63098 2.32624
--> 62: 0.0335544 -0.0335544  90.4131 16.753 1.53645 2.3557
--> 63: 0.00192447 -0.00192447  55.6025 15.5949 13.6854 1.14458
--> 64: 0.00270725 -0.00270725  54.8456 14.7539 13.5354 1.01143
--> 65: 0.00225521 -0.00225521  55.3092 15.4867 13.784 1.00697
--> 66: 0.00299408 -0.00299408  54.3216 15.2277 13.5332 1.0803
--> 67: 0.0130848 -0.0130848  67.8601 6.92083 11.944 1.43851
--> 68: 0.0124048 -0.0124048  67.7752 6.89913 11.7037 1.39049
--> 69: 0.0151946 -0.0151946  67.8616 6.69762 12.1236 1.44527
--> 70: 0.0171798 -0.0171798  67.9916 6.74626 11.7941 1.38589
--> 71: 0.0194467 -0.0194467  50.6329 9.42901 2.97773 1.77545
--> 72: 0.0197477 -0.0197477  50.6679 9.32687 2.78654 1.73389
--> 73: 0.0194834 -0.0194834  50.4416 9.60882 2.89885 1.77937
--> 74: 0.0193483 -0.0193483  50.2672 9.72444 2.89971 1.79025
--> 75: 0.00121676 -0.00121676  77.731 15.6363 15.1306 3.28635
--> 76: 0.00114331 -0.00114331  77.7869 15.2177 15.1603 3.23961
--> 77: 0.00131016 -0.00131016  77.4388 16.0189 14.9653 3.32921
--> 78: 0.00119704 -0.00119704  78.0408 15.4027 14.8307 3.30653
--> 79: 0.00154685 -0.00154685  75.4232 16.2702 13.6333 4.7928
--> 80: 0.00152066 -0.00152066  76.5005 16.4047 13.8826 4.77788
--> 81: 0.00149263 -0.00149263  76.1367 16.1976 13.5156 4.77681
--> 82: 0.001569 -0.001569  75.9147 16.3807 13.819 4.81597
--> 83: 0.00914309 -0.00914309  89.4137 1.51442 3.00762 3.96977
--> 84: 0.00966316 -0.00966316  89.3275 1.69057 2.84909 3.86812
--> 85: 0.00964484 -0.00964484  89.2063 1.72434 2.85417 3.95615
--> 86: 0.0093494 -0.0093494  89.7512 1.70092 2.97761 3.96029
--> 87: 0.00323123 -0.00323123  52.3296 15.1856 2.39911 4.32087
--> 88: 0.0335544 -0.0335544  53.0524 15.1097 2.84502 4.32164
--> 89: 0.022885 -0.022885  53.4415 15.0748 2.50451 4.34351
--> 90: 0.0251782 -0.0251782  52.2749 15.2633 2.27326 4.36556
--> 91: 0.00938714 -0.00938714  63.2569 7.38983 9.89439 5.39797
--> 92: 0.0162717 -0.0162717  71.941 5.04574 11.3983 4.39681
--> 93: 0.00107875 -0.00107875  77.6573 14.8091 14.9487 3.31999
--> 94: 0.00115286 -0.00115286  78.2545 14.7768 15.3108 3.27686
--> 95: 0.00119034 -0.00119034  78.2168 14.9887 15.4179 3.16278
--> 96: 0.0011199 -0.0011199  77.497 15.0578 14.9619 3.32703
--> 97: 0.0335544 -0.0335544  53.4612 15.3005 2.58657 4.33187
--> 98: 0.0195341 -0.0195341  52.6815 15.3345 2.56007 4.28635
--> 99: 0.0335544 -0.0335544  53.1443 15.2648 2.86101 4.39373
--> 100: 0.0232704 -0.0232704  53.1593 14.8558 2.67461 4.46734
--> 1: 0.0183115 -0.0183115  70.2586 19.0798 8.16885 3.70298
--> 2: 0.00815467 -0.00815467  82.0537 13.0641 9.42074 0.972234
--> 3: 0.017759 -0.017759  50.9048 5.05618 2.40456 5.93836
