
***********************
Sat Apr  2 23:05:24 2011
EvalFunc: BEREval
***************************************
Goal Solution = 0
***************************************
Problem Bounds:
{50 < x[0] < 100} 
{0.5 < x[1] < 20} 
{0.5 < x[2] < 20} 
{0 < x[3] < 6.283} 
***************************************

The baseline is 0.0136003 This is the baseline. Launch Power = 17.2dbm
popSize nClones suppressionThreshold newPopPercentage errorThreshold 

--> 1: 0.0240811 -0.0240811  83.629 3.24794 16.4759 5.73404
--> 2: 0.0231481 -0.0231481  74.8632 1.37884 14.4004 5.15097
--> 3: 0.00825726 -0.00825726  62.5407 13.364 8.4675 2.0209
--> 4: 0.00843855 -0.00843855  75.4022 7.26563 6.53778 5.50541
--> 5: 0.0109823 -0.0109823  65.3719 18.3884 9.6629 1.82318
--> 6: 0.00488867 -0.00488867  92.4861 19.5915 15.0285 5.16922
--> 7: 0.00286927 -0.00286927  58.2942 16.5237 10.9184 3.29249
--> 8: 0.0167864 -0.0167864  76.3717 5.40175 2.39886 5.1318
--> 9: 0.017233 -0.017233  66.4724 1.27581 7.33486 1.12044
--> 10: 0.0173303 -0.0173303  93.0259 14.1939 8.12343 5.18737
--> 11: 0.0241048 -0.0241048  83.4491 3.16844 16.4229 5.73274
--> 12: 0.0275533 -0.0275533  83.6442 3.24489 16.4894 5.73939
--> 13: 0.0239911 -0.0239911  83.8214 3.33047 16.4518 5.7277
--> 14: 0.0236299 -0.0236299  74.9448 1.33733 14.5231 5.13467
--> 15: 0.0237758 -0.0237758  75.0211 1.27981 14.3354 5.18847
--> 16: 0.0234875 -0.0234875  74.7723 1.43803 14.3982 5.1461
--> 17: 0.0073283 -0.0073283  62.8947 13.2932 8.81156 2.0143
--> 18: 0.00712781 -0.00712781  62.1054 13.6573 8.54543 1.93387
--> 19: 0.00834105 -0.00834105  62.9906 13.142 8.61303 2.04165
--> 20: 0.00786468 -0.00786468  75.38 6.99713 6.62982 5.51888
--> 21: 0.00833551 -0.00833551  76.0422 7.18455 6.3629 5.56281
--> 22: 0.00853241 -0.00853241  74.9496 7.24323 6.49527 5.44203
--> 23: 0.0114395 -0.0114395  65.6556 18.3461 9.70691 1.84608
--> 24: 0.00850987 -0.00850987  65.2338 18.19 9.95515 1.77802
--> 25: 0.0132371 -0.0132371  65.0018 18.4271 9.33175 1.86066
--> 26: 0.00516629 -0.00516629  92.8628 19.6771 14.9816 5.15084
--> 27: 0.00561819 -0.00561819  93.7914 19.8419 15.1823 5.15625
--> 28: 0.00504164 -0.00504164  91.9245 19.4734 15.1173 5.12541
--> 29: 0.00310251 -0.00310251  59.194 16.5677 10.7819 3.22714
--> 30: 0.00261469 -0.00261469  58.175 16.7602 11.0788 3.32905
--> 31: 0.00330223 -0.00330223  58.3567 16.4654 10.6257 3.27005
--> 32: 0.0167474 -0.0167474  76.3886 5.30453 2.36561 5.12562
--> 33: 0.0166307 -0.0166307  76.4505 5.23994 2.21463 5.16097
--> 34: 0.016656 -0.016656  76.3318 5.41963 2.38078 5.09317
--> 35: 0.0174185 -0.0174185  66.9035 1.20948 7.51815 1.12008
--> 36: 0.0170078 -0.0170078  66.6215 1.21179 7.11758 1.08827
--> 37: 0.0173345 -0.0173345  66.817 1.30341 7.50308 1.10063
--> 38: 0.0176723 -0.0176723  93.2493 14.3402 8.08596 5.20008
--> 39: 0.0172411 -0.0172411  93.026 14.2509 8.18061 5.20242
--> 40: 0.0176751 -0.0176751  92.9632 14.0797 7.96545 5.215
--> 41: 0.0282715 -0.0282715  96.7978 1.13963 16.9625 3.46485
--> 42: 0.0258021 -0.0258021  65.4384 3.337 14.8851 1.97084
--> 43: 0.00343829 -0.00343829  57.7415 16.8947 10.7872 3.34787
--> 44: 0.00258629 -0.00258629  58.6434 16.8585 11.1745 3.4466
--> 45: 0.00221988 -0.00221988  58.0413 16.7742 11.2739 3.37771
--> 46: 0.0144108 -0.0144108  91.8232 19.3906 15.1619 5.18554
--> 47: 0.00474446 -0.00474446  92.3106 19.592 14.8736 5.19027
--> 48: 0.00504798 -0.00504798  92.1522 19.6628 15.1149 5.0827
--> 49: 0.00814708 -0.00814708  74.9872 6.98903 6.48706 5.53716
--> 50: 0.0081562 -0.0081562  75.4241 6.82605 6.3668 5.47561
--> 51: 0.00711505 -0.00711505  75.9938 6.96637 6.89666 5.50959
--> 52: 0.0169728 -0.0169728  66.6301 1.16238 7.11025 1.12684
--> 53: 0.016877 -0.016877  66.9994 1.20508 7.16895 1.06374
--> 54: 0.016984 -0.016984  66.584 1.04513 7.04212 1.10484
--> 55: 0.0260715 -0.0260715  96.7472 1.08531 16.8564 3.46913
--> 56: 0.028725 -0.028725  96.9164 1.0406 16.9763 3.5206
--> 57: 0.02878 -0.02878  97.0366 1.14485 16.965 3.46585
--> 58: 0.0261011 -0.0261011  65.6041 3.28927 14.8427 1.98138
--> 59: 0.0214442 -0.0214442  65.3484 3.31098 14.7169 2.01018
--> 60: 0.0230011 -0.0230011  65.4571 3.31937 14.7254 1.95671
--> 61: 0.00220778 -0.00220778  58.0719 16.6849 11.3644 3.43662
--> 62: 0.0020543 -0.0020543  58.3232 16.7459 11.6111 3.35213
--> 63: 0.00217213 -0.00217213  57.8685 16.5166 11.715 3.3969
--> 64: 0.0047341 -0.0047341  92.6541 19.473 14.9508 5.09736
--> 65: 0.00473596 -0.00473596  92.5543 19.4338 15.0468 5.19137
--> 66: 0.00470895 -0.00470895  92.2854 19.483 14.8592 5.20344
--> 67: 0.00758011 -0.00758011  76.313 7.26131 6.74685 5.58057
--> 68: 0.0075398 -0.0075398  75.6516 6.94071 6.74443 5.51226
--> 69: 0.00701804 -0.00701804  76.5015 6.90385 6.86874 5.62954
--> 70: 0.0168661 -0.0168661  67.0249 1.3493 7.38356 1.04658
--> 71: 0.0169025 -0.0169025  67.5663 1.01868 7.21541 1.05787
--> 72: 0.0170171 -0.0170171  66.8392 1.11985 7.18611 1.07639
--> 73: 0.0335544 -0.0335544  96.6576 1.03448 16.9855 3.47632
--> 74: 0.0285414 -0.0285414  96.5476 1.11168 16.9684 3.50178
--> 75: 0.0262409 -0.0262409  96.8954 1.05657 16.8251 3.47233
--> 76: 0.0242889 -0.0242889  64.9437 3.38194 14.555 1.97531
--> 77: 0.0213733 -0.0213733  65.4445 3.28666 14.6793 1.99361
--> 78: 0.019754 -0.019754  65.2009 3.25311 14.6942 2.03422
--> 79: 0.00148544 -0.00148544  93.3432 11.1369 16.9229 5.82904
--> 80: 0.0168607 -0.0168607  73.3144 10.5558 6.40197 0.0890885
--> 81: 0.00224569 -0.00224569  58.8017 16.8551 11.6061 3.19806
--> 82: 0.00216496 -0.00216496  58.5524 16.8538 11.5859 3.36946
--> 83: 0.00221949 -0.00221949  57.8163 17.1862 11.777 3.29688
--> 84: 0.0046049 -0.0046049  91.729 19.2069 14.9848 5.12668
--> 85: 0.00440023 -0.00440023  92.3646 19.2447 14.9087 5.11222
--> 86: 0.00479582 -0.00479582  92.0384 19.4697 14.9269 5.16888
--> 87: 0.00717696 -0.00717696  76.2812 6.97656 6.77388 5.7127
--> 88: 0.0065535 -0.0065535  76.6053 6.64368 7.10028 5.62065
--> 89: 0.00725635 -0.00725635  76.1246 6.78218 6.6325 5.67796
--> 90: 0.0169461 -0.0169461  67.3678 1.27686 7.3595 1.05009
--> 91: 0.0170634 -0.0170634  67.4108 1.22703 7.16276 1.04748
--> 92: 0.0170535 -0.0170535  66.8659 1.34118 7.41893 1.03333
--> 93: 0.0311705 -0.0311705  96.8706 1.09079 16.814 3.46355
--> 94: 0.0286549 -0.0286549  96.6896 0.990181 16.8973 3.47048
--> 95: 0.0311486 -0.0311486  96.6803 0.926974 16.814 3.5012
--> 96: 0.00157061 -0.00157061  93.894 11.2599 17.1904 5.97529
--> 97: 0.00170873 -0.00170873  92.8548 11.4112 17.3317 5.86905
--> 98: 0.00149903 -0.00149903  93.465 11.0825 16.7908 5.70224
--> 99: 0.0170227 -0.0170227  73.9104 10.3603 6.44349 0.0963557
--> 100: 0.0170563 -0.0170563  73.1289 10.6178 6.32537 0.122412
--> 1: 0.0335544 -0.0335544  70.8703 18.7739 5.27663 0.56265
--> 2: 0.01997 -0.01997  81.8982 4.21192 15.3573 4.12748
--> 3: 0.0175369 -0.0175369  94.9537 2.23565 13.4166 6.03829
