
***********************
Sat Apr  2 02:14:57 2011
EvalFunc: BEREval
***************************************
Goal Solution = 0
***************************************
Problem Bounds:
{50 < x[0] < 100} 
{0.5 < x[1] < 20} 
{0.5 < x[2] < 20} 
{0 < x[3] < 6.283} 
***************************************

The baseline is 0.013443 This is the baseline. Launch Power = 17.2dbm
popSize  pXover  pMut  mEpsilon 

--> 1: 0.00379944 -0.00379944  84.4551 8.22171 10.4474 4.95394
--> 2: 0.00244602 -0.00244602  62.0302 16.2919 11.1274 0.0372202
--> 3: 0.0208561 -0.0208561  63.2014 6.9586 14.4093 5.43059
--> 4: 0.0171848 -0.0171848  86.2812 0.858618 9.31848 4.71649
--> 5: 0.00473992 -0.00473992  97.5717 6.97351 15.4465 0.207753
--> 6: 0.00747053 -0.00747053  90.6417 14.5369 10.5281 1.79795
--> 7: 0.0132162 -0.0132162  70.6228 7.26916 4.76978 0.925632
--> 8: 0.0335544 -0.0335544  82.6844 14.1943 3.84676 0.99422
--> 9: 0.00989174 -0.00989174  98.4906 17.98 19.5846 1.59269
--> 10: 0.0167214 -0.0167214  50.258 8.82742 6.37103 5.31277
--> 11: 0.0169415 -0.0169415  62.2486 12.6562 6.04766 0.728623
--> 12: 0.00387235 -0.00387235  70.4043 10.9049 9.84951 0.234229
--> 13: 0.0176874 -0.0176874  93.6553 3.18288 13.6354 4.70392
--> 14: 0.00630306 -0.00630306  87.2191 5.73911 11.8991 0.296965
--> 15: 0.00565335 -0.00565335  70.8157 7.36523 8.1026 2.4132
--> 16: 0.00887135 -0.00887135  84.2622 8.12564 7.11454 3.46636
--> 17: 0.00332865 -0.00332865  89.91 7.79747 11.5423 4.00978
--> 18: 0.00519333 -0.00519333  92.1168 7.39776 14.3515 1.15191
--> 19: 0.00208976 -0.00208976  98.08 9.6886 16.7238 0.493415
--> 20: 0.00269716 -0.00269716  97.9823 15.2649 18.3073 1.30702
--> 21: 0.00106523 -0.00106523  87.1118 12.3362 15.8074 0.261695
--> 22: 0.00144933 -0.00144933  72.3416 13.9608 12.4423 0.322328
--> 23: 0.00189479 -0.00189479  98.0412 11.9928 18.176 0.65769
--> 24: 0.0012474 -0.0012474  98.0211 12.9607 16.8551 1.14275
--> 25: 0.0168015 -0.0168015  97.7583 13.7967 9.14923 1.91408
--> 26: 0.0178554 -0.0178554  71.0396 8.83349 17.2607 1.80615
--> 27: 0.00353432 -0.00353432  85.7081 7.9314 11.3124 4.36723
--> 28: 0.00373623 -0.00373623  88.6569 8.08778 10.6773 4.59648
--> 29: 0.00473731 -0.00473731  81.718 15.1018 11.2433 3.2169
--> 30: 0.00550237 -0.00550237  70.2222 8.98756 11.4264 0.830098
--> 31: 0.00232649 -0.00232649  77.9021 11.7427 11.4276 3.6146
--> 32: 0.00234181 -0.00234181  80.1476 10.1495 12.327 1.07495
--> 33: 0.00180161 -0.00180161  79.8187 13.6687 12.2904 2.91992
--> 34: 0.00404394 -0.00404394  78.2311 8.22356 11.4642 1.76964
--> 35: 0.00161109 -0.00161109  72.391 13.5508 14.8837 0.953703
--> 36: 0.00119813 -0.00119813  97.9717 13.3708 14.4136 0.511374
--> 37: 0.00110823 -0.00110823  87.5257 11.5388 15.2054 2.00493
--> 38: 0.00324463 -0.00324463  88.2429 8.88513 11.2793 2.85325
--> 39: 0.00111425 -0.00111425  87.1186 12.0504 15.7998 1.74998
--> 40: 0.00106932 -0.00106932  87.5188 11.8246 15.213 0.516647
--> 41: 0.00104146 -0.00104146  83.5334 13.1547 15.6188 0.291994
--> 42: 0.00141539 -0.00141539  75.92 13.1423 12.6309 0.292028
--> 43: 0.00104855 -0.00104855  79.5396 13.5626 13.8872 0.297281
--> 44: 0.00103461 -0.00103461  79.9137 12.7344 14.3624 0.286742
--> 45: 0.00115964 -0.00115964  81.0795 12.7218 15.4075 0.271295
--> 46: 0.000995146 -0.000995146  85.946 12.3487 14.7623 0.277142
--> 47: 0.00104998 -0.00104998  80.3489 13.4837 14.1051 0.293985
--> 48: 0.00105569 -0.00105569  82.7242 13.2336 15.4009 0.29529
--> 49: 0.00158734 -0.00158734  77.4636 12.4066 15.7763 0.0357137
--> 50: 0.00101997 -0.00101997  79.9718 13.3838 14.1544 0.287621
--> 51: 0.00147696 -0.00147696  82.6561 11.1001 14.2873 0.733781
--> 52: 0.00111148 -0.00111148  84.4094 12.7576 15.6073 0.291004
--> 53: 0.0014328 -0.0014328  83.5453 14.6941 13.4218 0.0853473
--> 54: 0.00110982 -0.00110982  80.6124 13.3537 15.3132 0.294334
--> 55: 0.00113459 -0.00113459  80.4683 13.4355 15.3899 0.297012
--> 56: 0.00105661 -0.00105661  80.6942 13.5459 15.1356 0.295748
--> 57: 0.00102889 -0.00102889  81.5696 13.2503 14.1525 0.296823
--> 58: 0.00102492 -0.00102492  81.2931 13.2867 14.1539 0.290906
--> 59: 0.00105769 -0.00105769  80.2482 13.3474 14.153 0.293538
--> 60: 0.00102561 -0.00102561  79.965 12.9716 14.1888 0.287563
--> 61: 0.00101091 -0.00101091  79.9205 13.1466 14.328 0.286801
--> 62: 0.00107463 -0.00107463  80.0767 13.1992 14.2172 0.290354
--> 63: 0.00108422 -0.00108422  80.1858 13.0189 14.2503 0.290372
--> 64: 0.00115231 -0.00115231  80.622 13.3037 15.507 0.293077
--> 65: 0.00101746 -0.00101746  83.2603 13.3348 14.2169 0.292902
--> 66: 0.0119024 -0.0119024  85.673 13.2353 14.1993 0.292243
--> 67: 0.00106359 -0.00106359  81.8426 12.3637 14.7155 0.281722
--> 68: 0.00101125 -0.00101125  85.5452 12.4962 14.3889 0.283725
--> 69: 0.00109618 -0.00109618  80.3212 12.9991 14.7014 0.280218
--> 70: 0.001022 -0.001022  82.7491 13.2536 14.1608 0.293833
--> 71: 0.0010242 -0.0010242  82.0808 13.3314 14.2086 0.295892
--> 72: 0.00101847 -0.00101847  82.7715 13.3238 14.2122 0.291662
--> 73: 0.0010273 -0.0010273  81.7819 13.2977 14.1586 0.292146
--> 74: 0.00129052 -0.00129052  90.2738 12.994 13.3308 0.567083
--> 75: 0.00101061 -0.00101061  79.9498 13.2836 14.2008 0.28731
--> 76: 0.00100633 -0.00100633  79.9425 13.2468 14.2815 0.287112
--> 77: 0.00102243 -0.00102243  82.8753 13.2545 14.2034 0.293636
--> 78: 0.00102116 -0.00102116  83.1341 13.3339 14.1742 0.293099
--> 79: 0.00100274 -0.00100274  85.5845 12.4676 14.4777 0.279749
--> 80: 0.000990648 -0.000990648  85.9068 12.3773 14.6735 0.281118
--> 81: 0.00102729 -0.00102729  80.8672 13.3215 14.2865 0.290266
--> 82: 0.00101683 -0.00101683  81.8248 13.1489 14.2536 0.288196
--> 83: 0.000993771 -0.000993771  85.1136 13.1056 14.3886 0.288316
--> 84: 0.00102065 -0.00102065  83.2032 12.7145 14.2124 0.287071
--> 85: 0.0010018 -0.0010018  85.6703 12.4277 14.5749 0.277334
--> 86: 0.000990251 -0.000990251  85.8601 12.3886 14.6651 0.279557
--> 87: 0.00100171 -0.00100171  83.3108 13.0051 14.3619 0.284461
--> 88: 0.00107136 -0.00107136  82.2161 12.7093 14.3973 0.2824
--> 89: 0.00101049 -0.00101049  81.7391 13.112 14.316 0.285935
--> 90: 0.00101216 -0.00101216  83.7486 12.631 14.3544 0.284902
--> 91: 0.00100399 -0.00100399  85.5001 12.5012 14.4616 0.287704
--> 92: 0.000989525 -0.000989525  85.1979 13.072 14.4046 0.280361
--> 93: 0.0010036 -0.0010036  85.179 12.5327 14.4069 0.284757
--> 94: 0.000975022 -0.000975022  85.8413 12.9502 14.6552 0.284677
--> 95: 0.000991239 -0.000991239  85.9076 12.3532 14.6776 0.277163
--> 96: 0.000993396 -0.000993396  85.9452 12.3728 14.7581 0.281097
--> 97: 0.000986708 -0.000986708  85.8059 12.8786 14.483 0.282482
--> 98: 0.000996062 -0.000996062  85.1678 12.6156 14.5707 0.285392
--> 99: 0.000990729 -0.000990729  85.8966 12.3875 14.7341 0.278387
--> 100: 0.000989633 -0.000989633  85.9095 12.3499 14.6933 0.278312
--> 1: 0.0335544 -0.0335544  89.5904 17.9594 4.03544 4.81276
--> 2: 0.0058396 -0.0058396  72.1258 17.0442 10.5483 1.28166
--> 3: 0.00426283 -0.00426283  79.2206 7.58823 9.11749 4.76403
