
***********************
Sun Apr  3 07:34:58 2011
EvalFunc: BEREval
***************************************
Goal Solution = 0
***************************************
Problem Bounds:
{50 < x[0] < 100} 
{0.5 < x[1] < 20} 
{0.5 < x[2] < 20} 
{0 < x[3] < 6.283} 
***************************************

The baseline is 0.0133697 This is the baseline. Launch Power = 17.2dbm
popSize bias beta 

--> 1: 0.00229119 -0.00229119  93.1696 13.9165 18.5344 4.42119
--> 2: 0.0209218 -0.0209218  52.6296 11.5128 16.9603 4.26256
--> 3: 0.00378028 -0.00378028  85.3504 19.2382 14.7453 5.97267
--> 4: 0.0335159 -0.0335159  60.0978 8.33754 18.7511 2.73036
--> 5: 0.0220566 -0.0220566  83.5949 17.401 6.98805 0.631236
--> 6: 0.00839046 -0.00839046  72.8321 4.78973 8.41571 6.20402
--> 7: 0.0101633 -0.0101633  69.477 8.02647 5.96569 5.70616
--> 8: 0.0120256 -0.0120256  70.1907 1.77173 5.36367 4.81302
--> 9: 0.0173068 -0.0173068  58.6842 13.8738 19.2159 5.96893
--> 10: 0.0335544 -0.0335544  60.2613 3.70901 17.5076 6.06275
--> 11: 0.0124929 -0.0124929  64.9629 3.9944 4.1101 5.88555
--> 12: 0.0273752 -0.0273752  58.6842 8.33754 18.7511 2.73036
--> 13: 0.0306934 -0.0306934  83.5949 3.70901 17.5076 6.06275
--> 14: 0.00823593 -0.00823593  72.8321 4.78973 8.41571 6.06275
--> 15: 0.00789947 -0.00789947  69.477 13.8738 19.2159 5.70616
--> 16: 0.0171431 -0.0171431  59.4552 17.3711 7.4651 1.71465
--> 17: 0.0228107 -0.0228107  54.1658 1.0347 11.5452 6.20141
--> 18: 0.0191624 -0.0191624  93.1696 15.2585 5.32867 0.740949
--> 19: 0.00114707 -0.00114707  85.3504 11.5128 14.7453 4.16367
--> 20: 0.00225718 -0.00225718  93.1696 13.9165 18.5344 5.70616
--> 21: 0.0128794 -0.0128794  64.9629 4.78973 4.1101 5.88555
--> 22: 0.0163709 -0.0163709  53.9467 8.02647 4.45118 1.49172
--> 23: 0.0225945 -0.0225945  85.3504 1.77173 14.7453 5.97267
--> 24: 0.0135906 -0.0135906  64.9629 3.9944 7.4651 1.71465
--> 25: 0.0055189 -0.0055189  85.3504 4.78973 8.41571 4.16367
--> 26: 0.00183175 -0.00183175  85.3504 11.5128 16.9603 4.26256
--> 27: 0.00814171 -0.00814171  70.4836 11.1486 15.9759 4.42119
--> 28: 0.00697557 -0.00697557  69.477 19.2382 19.2159 5.70616
--> 29: 0.00794276 -0.00794276  69.477 4.8196 7.93866 6.06275
--> 30: 0.0335544 -0.0335544  72.8321 4.78973 19.2159 6.06275
--> 31: 0.0175342 -0.0175342  64.0036 11.5128 18.1141 5.59512
--> 32: 0.00138089 -0.00138089  92.3816 11.5128 13.2347 4.26256
--> 33: 0.00631996 -0.00631996  69.477 13.8738 18.5344 5.70616
--> 34: 0.00109183 -0.00109183  90.8238 13.1954 15.8471 5.17419
--> 35: 0.00335939 -0.00335939  52.6296 15.238 12.0929 4.35022
--> 36: 0.00629577 -0.00629577  85.3504 4.78973 9.96626 4.42119
--> 37: 0.00902721 -0.00902721  69.477 11.5128 16.9603 4.26256
--> 38: 0.0036325 -0.0036325  97.1436 13.8738 19.2159 5.17419
--> 39: 0.0175104 -0.0175104  64.0036 7.4851 12.1328 5.97267
--> 40: 0.00228427 -0.00228427  85.3504 13.9165 18.5344 4.42119
--> 41: 0.00988911 -0.00988911  69.477 13.1954 19.2159 5.70616
--> 42: 0.00409321 -0.00409321  69.2143 11.5427 14.7453 3.36307
--> 43: 0.00119803 -0.00119803  92.3816 11.0379 14.6022 3.89018
--> 44: 0.0024983 -0.0024983  85.3504 13.1954 18.4551 5.17419
--> 45: 0.00149188 -0.00149188  84.2599 12.6906 16.574 4.80181
--> 46: 0.00131266 -0.00131266  85.3504 11.5128 13.1947 4.09444
--> 47: 0.00107258 -0.00107258  85.3504 13.1954 15.8471 5.17419
--> 48: 0.00865958 -0.00865958  81.519 10.335 19.2159 3.55519
--> 49: 0.00123011 -0.00123011  94.26 12.7387 16.7057 5.70616
--> 50: 0.00454806 -0.00454806  93.1696 14.878 19.5569 5.28523
--> 51: 0.00147565 -0.00147565  98.6184 11.896 17.0599 5.01838
--> 52: 0.00241387 -0.00241387  91.0356 10.3559 11.8145 3.4563
--> 53: 0.00121072 -0.00121072  79.1136 12.3373 14.7453 4.16367
--> 54: 0.00109696 -0.00109696  92.3816 11.5128 14.6022 3.89018
--> 55: 0.00104054 -0.00104054  89.9451 12.7387 14.2365 4.42433
--> 56: 0.00125262 -0.00125262  85.3504 11.5128 13.1947 4.9007
--> 57: 0.00176617 -0.00176617  86.1449 10.1797 13.2299 2.81043
--> 58: 0.0169728 -0.0169728  56.461 12.6906 17.7316 4.96992
--> 59: 0.00121248 -0.00121248  85.3504 11.5128 15.2461 4.26256
--> 60: 0.0168197 -0.0168197  52.6296 10.1797 12.1445 4.26256
--> 61: 0.00186522 -0.00186522  80.2041 10.827 14.2365 3.26486
--> 62: 0.00109838 -0.00109838  98.1423 13.3394 15.0078 5.17419
--> 63: 0.00259371 -0.00259371  83.7084 13.1954 11.7788 3.86051
--> 64: 0.00124582 -0.00124582  92.3816 11.0379 15.6876 3.37425
--> 65: 0.00109498 -0.00109498  90.8238 12.0176 13.9904 4.16367
--> 66: 0.00125169 -0.00125169  84.2599 12.6906 16.1176 3.89018
--> 67: 0.00103586 -0.00103586  84.5871 12.3373 14.7453 4.61037
--> 68: 0.00122032 -0.00122032  85.3504 11.5128 15.2461 4.87103
--> 69: 0.001234 -0.001234  88.0159 11.615 15.6876 3.37425
--> 70: 0.00119578 -0.00119578  87.0559 12.0048 13.1947 4.80028
--> 71: 0.00195462 -0.00195462  84.5871 10.3222 15.0013 4.61037
--> 72: 0.00106079 -0.00106079  93.1108 12.447 14.2365 4.4254
--> 73: 0.00102733 -0.00102733  94.404 12.0265 15.3314 3.62701
--> 74: 0.0011495 -0.0011495  92.6861 14.2489 15.8471 5.67832
--> 75: 0.00110782 -0.00110782  90.8238 12.9949 16.0931 4.72856
--> 76: 0.00125007 -0.00125007  80.4285 13.023 15.6167 3.89018
--> 77: 0.00109213 -0.00109213  87.671 11.5 15.0078 4.61781
--> 78: 0.00100817 -0.00100817  94.5518 12.851 14.7453 4.16367
--> 79: 0.00136568 -0.00136568  86.4408 11.1594 15.1735 3.97222
--> 80: 0.00110571 -0.00110571  85.2022 12.657 15.8727 5.13527
--> 81: 0.00102207 -0.00102207  94.5518 12.851 15.6206 4.16367
--> 82: 0.00159448 -0.00159448  94.404 11.4937 12.863 3.62701
--> 83: 0.00149036 -0.00149036  88.7615 10.3222 14.7453 4.61037
--> 84: 0.00111015 -0.00111015  94.6317 13.8582 15.3072 5.0395
--> 85: 0.000973724 -0.000973724  85.2022 12.657 14.2365 5.13527
--> 86: 0.0010818 -0.0010818  92.3816 13.1954 15.8471 5.17419
--> 87: 0.00105563 -0.00105563  93.7889 12.5313 15.8471 5.17419
--> 88: 0.000961448 -0.000961448  85.902 13.1954 14.8619 5.06248
--> 89: 0.000982943 -0.000982943  92.6985 12.8846 15.0754 4.00092
--> 90: 0.000995332 -0.000995332  92.3816 12.9716 15.3187 4.8615
--> 91: 0.00110407 -0.00110407  96.4792 12.9531 16.2078 3.86728
--> 92: 0.00106946 -0.00106946  98.3331 12.1534 15.6474 3.85667
--> 93: 0.0010278 -0.0010278  95.9232 12.8846 15.5427 4.00092
--> 94: 0.00105175 -0.00105175  96.4899 12.8745 14.5926 3.74421
--> 95: 0.000959146 -0.000959146  85.1386 13.4427 14.7453 4.24119
--> 96: 0.000991524 -0.000991524  94.5518 12.851 15.6206 3.32099
--> 97: 0.00105413 -0.00105413  99.8438 12.2902 15.3314 4.54502
--> 98: 0.00102509 -0.00102509  91.9511 13.325 15.6797 5.94452
--> 99: 0.00104562 -0.00104562  91.58 13.5785 15.093 4.63586
--> 100: 0.000963801 -0.000963801  89.9451 12.7387 14.8492 4.42433
--> 1: 0.0187864 -0.0187864  74.7194 14.6461 1.92781 1.92206
--> 2: 0.00179097 -0.00179097  71.5137 17.6069 13.8174 5.68115
--> 3: 0.0189556 -0.0189556  97.1777 13.1031 6.61329 5.64027
--> 4: 0.0335544 -0.0335544  72.835 2.23744 17.3412 0.143223
